institute,record_id,gender,country_origin,citizenship,months_postdoc,job_sector,job_type,specifics,job_country,job_state,degree,degree_field,degree_cip,years
NIEHS,925,Female,Mexico,International,57,Academic institution,Tenure track faculty,Primarily basic research,United States,Louisiana,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2015-2019
NIEHS,1030,Female,India,International,23.4,Academic institution,Tenure track faculty,Primarily basic research,United States,Louisiana,PhD,Cell & Molecular Biology,Biochemistry/Cellular Biology/Molecular Biology,2015-2019
NIEHS,1055,Female,Nepal,International,24,Academic institution,Tenure track faculty,Primarily basic research,United States,Mississippi,PhD,Unknown,Unknown,2015-2019
NIEHS,28,Female,Canada,International,24.6,Academic institution,Tenure track faculty,Primarily teaching,United States,North Carolina,PhD,Microbiology,Microbiology/Immunology,2010-2014
NIEHS,602,Female,Brazil,International,92.7,Academic institution,Tenure track faculty,Primarily basic research,United States,North Carolina,PhD,Physics,Mathematics/Computer Science/Physics,2005-2009
NIEHS,633,Female,Argentina,International,17.6,Academic institution,Tenure track faculty,Primarily basic research,United States,North Carolina,PhD,Physics,Mathematics/Computer Science/Physics,2000-2004
NIEHS,851,Female,Turkey,International,12,Academic institution,Tenure track faculty,Primarily basic research,United States,North Carolina,PhD,"Molecular, Cell & Developmental Biology",Biochemistry/Cellular Biology/Molecular Biology,2005-2009
NIEHS,173,Female,India,International,82.9,Academic institution,Tenure track faculty,Primarily basic research,United States,North Dakota,PhD,Genetics,Genetics/Genomics,2010-2014
NIEHS,107,Female,Australia,International,81.7,Academic institution,Tenure track faculty,Primarily basic research,United States,South Carolina,PhD,Clinical Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2005-2009
NIEHS,890,Male,Argentina,International,60,Academic institution,Tenure track faculty,Primarily teaching,Argentina,Buenos Aires,PhD,Unknown,Unknown,2010-2014
NIEHS,948,Male,Argentina,International,22.9,Academic institution,Tenure track faculty,Primarily applied research,Argentina,Buenos Aires,DVM;PhD,Veterinary Medicine,Medicine/Veterinary Medicine/Pathology,2015-2019
NIEHS,600,Male,Argentina,International,80.6,Academic institution,Tenure track faculty,Primarily basic research,Argentina,San Luis,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2005-2009
NIEHS,1094,Male,China,International,31.5,Academic institution,Tenure track faculty,Primarily basic research,Australia,Sydney,PhD,Bioinformatics,Computational Biology/Biostatistics/Bioinformatics,2015-2019
NIEHS,661,Male,Canada,International,39.9,Academic institution,Tenure track faculty,Primarily basic research,Canada,Edmonton,PhD,Pharmacology & Toxicology,Pharmacology/Toxicology,2005-2009
NIEHS,681,Male,Canada,International,47.5,Academic institution,Tenure track faculty,Primarily applied research,Canada,Edmonton,PhD,Pharmaceutical Sciences,Pharmacology/Toxicology,2005-2009
NIEHS,883,Male,China,International,60,Academic institution,Tenure track faculty,Primarily applied research,China,Beijing,PhD,Biochemitry and Molecular Biology,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,927,Male,China,International,23.9,Academic institution,Tenure track faculty,Primarily clinical research,China,Beijing,PhD,Unknown,Unknown,2015-2019
NIEHS,993,Male,China,International,60,Academic institution,Tenure track faculty,Primarily basic research,China,Changsha,PhD,Unknown,Unknown,2015-2019
NIEHS,1100,Male,China,International,77.5,Academic institution,Tenure track faculty,Primarily applied research,China,Changsha,PhD,Reproductive Biology,General Biology/Biomedical Science,2015-2019
NIEHS,571,Male,China,International,17.5,Academic institution,Tenure track faculty,Primarily clinical research,China,Guangzhou,PhD,Neurology,Neurobiology/Neuroscience,2000-2004
NIEHS,108,Male,China,International,40,Academic institution,Tenure track faculty,Primarily basic research,China,Hong Kong,PhD,Clinical Neuroscience,Neurobiology/Neuroscience,2000-2004
NIEHS,887,Male,China,International,30.5,Academic institution,Tenure track faculty,Primarily basic research,China,Jinan,PhD,Unknown,Unknown,2005-2009
NIEHS,358,Male,China,International,36,Academic institution,Tenure track faculty,Primarily applied research,China,Shanghai,PhD,Environmental Health,Environmental Science,2005-2009
NIEHS,667,Male,China,International,35.9,Academic institution,Tenure track faculty,Primarily basic research,China,Shatou,PhD,Unknown,Unknown,2010-2014
NIEHS,468,Male,China,International,96,Academic institution,Tenure track faculty,Primarily basic research,China,Tianjin,PhD,Molecular Genetics,Genetics/Genomics,2010-2014
NIEHS,436,Male,China,International,83.8,Academic institution,Tenure track faculty,Primarily basic research,China,Wuhan,PhD,Unknown,Unknown,2005-2009
NIEHS,503,Male,China,International,61.2,Academic institution,Tenure track faculty,Primarily basic research,China,Wuhan,PhD,Zoology,General Biology/Biomedical Science,2010-2014
NIEHS,1084,Male,China,International,56.1,Academic institution,Tenure track faculty,Primarily basic research,China,Unknown,MD;PhD,Unknown,Unknown,2015-2019
NIEHS,1085,Male,China,International,74.1,Academic institution,Tenure track faculty,Primarily basic research,China,Unknown,MD,Medicine,Medicine/Veterinary Medicine/Pathology,2015-2019
NIEHS,249,Male,Chile,International,23.8,Academic institution,Tenure track faculty,Primarily basic research,Colombia,Bogota,PhD,Biology,General Biology/Biomedical Science,2000-2004
NIEHS,41,Male,France,International,11.5,Academic institution,Tenure track faculty,Primarily teaching,France,Dijon,PhD,Physiology and Nutrition Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2000-2004
NIEHS,585,Male,France,International,24,Academic institution,Tenure track faculty,Primarily basic research,France,Paris,PhD,Theoretical Chemistry,Chemistry,2005-2009
NIEHS,150,Male,France,International,55.8,Academic institution,Tenure track faculty,Primarily basic research,France,Reunion,PhD,Unknown,Unknown,2000-2004
NIEHS,605,Male,India,International,18.2,Academic institution,Tenure track faculty,Primarily basic research,India,Shillong,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2000-2004
NIEHS,442,Male,Indonesia,International,45.2,Academic institution,Tenure track faculty,Primarily applied research,Indonesia,Ambon,PhD,Molecular Biology,Biochemistry/Cellular Biology/Molecular Biology,2005-2009
NIEHS,331,Male,Italy,International,12.3,Academic institution,Tenure track faculty,Primarily basic research,Italy,Trento,PhD,Unknown,Unknown,2000-2004
NIEHS,537,Male,Japan,International,35.9,Academic institution,Tenure track faculty,Primarily clinical research,Japan,Chiba,PhD,Unknown,Unknown,2000-2004
NIEHS,1069,Male,Japan,International,4.5,Academic institution,Tenure track faculty,Primarily basic research,Japan,Fukuoka,PhD,Unknown,Unknown,2015-2019
NIEHS,1071,Male,Japan,International,94.4,Academic institution,Tenure track faculty,Primarily basic research,Japan,Fukuoka,PhD,Unknown,Unknown,2015-2019
NIEHS,752,Male,Japan,International,35.9,Academic institution,Tenure track faculty,Primarily basic research,Japan,Hiroshima,PhD,Unknown,Unknown,2005-2009
NIEHS,520,Male,Japan,International,23.9,Academic institution,Tenure track faculty,Primarily clinical research,Japan,Kagawa,MD;PhD,Medicine;Dermatology,Medicine/Veterinary Medicine/Pathology,2005-2009
NIEHS,364,Male,Japan,International,23.8,Academic institution,Tenure track faculty,Primarily basic research,Japan,Kanazawa,PhD,Unknown,Unknown,2000-2004
NIEHS,549,Male,Japan,International,19.7,Academic institution,Tenure track faculty,Primarily basic research,Japan,Kitakyushu,MD;PhD,Unknown,Unknown,2000-2004
NIEHS,327,Male,Japan,International,21.1,Academic institution,Tenure track faculty,Primarily clinical research,Japan,Kobe,MD;PhD,Medicine,Medicine/Veterinary Medicine/Pathology,2005-2009
NIEHS,848,Male,Japan,International,9,Academic institution,Tenure track faculty,Primarily clinical research,Japan,Kochi,PhD,Unknown,Unknown,2000-2004
NIEHS,720,Male,Japan,International,70.7,Academic institution,Tenure track faculty,Primarily basic research,Japan,Kyoto,PhD,Unknown,Unknown,2010-2014
NIEHS,835,Male,Japan,International,23.7,Academic institution,Tenure track faculty,Primarily basic research,Japan,Maebashi,PhD,Unknown,Unknown,2010-2014
NIEHS,296,Male,Japan,International,39,Academic institution,Tenure track faculty,Primarily basic research,Japan,Nagasaki,PhD,Unknown,Unknown,2000-2004
NIEHS,15,Male,Japan,International,23.8,Academic institution,Tenure track faculty,Primarily teaching,Japan,Nagoya,MD;PhD,Medicine;Unknown,Medicine/Veterinary Medicine/Pathology,2005-2009
NIEHS,552,Male,Japan,International,44.9,Academic institution,Tenure track faculty,Primarily basic research,Japan,Nagoya,PhD,Unknown,Unknown,2010-2014
NIEHS,1095,Male,Japan,International,24,Academic institution,Tenure track faculty,Primarily basic research,Japan,Nagoya,,Unknown,Unknown,2015-2019
NIEHS,648,Male,Japan,International,35.3,Academic institution,Tenure track faculty,Primarily basic research,Japan,Nobeoka,MD;PhD,Unknown,Unknown,2000-2004
NIEHS,524,Male,Japan,International,35.9,Academic institution,Tenure track faculty,Primarily clinical research,Japan,Okayama,PhD,Unknown,Unknown,2000-2004
NIEHS,734,Male,Japan,International,64.7,Academic institution,Tenure track faculty,Primarily basic research,Japan,Okazaki,PhD,Life sciences,General Biology/Biomedical Science,2010-2014
NIEHS,482,Male,Japan,International,23.5,Academic institution,Tenure track faculty,Primarily basic research,Japan,Osaka,MD;PhD,Unknown,Unknown,2000-2004
NIEHS,483,Male,Japan,International,25.9,Academic institution,Tenure track faculty,Primarily clinical research,Japan,Osaka,PhD,Unknown,Unknown,2000-2004
NIEHS,521,Male,Japan,International,36,Academic institution,Tenure track faculty,Primarily applied research,Japan,Osaka,PhD,Unknown,Unknown,2010-2014
NIEHS,522,Male,Japan,International,35.7,Academic institution,Tenure track faculty,Primarily clinical research,Japan,Osaka,MD,Medicine,Medicine/Veterinary Medicine/Pathology,2000-2004
NIEHS,538,Male,Japan,International,30.3,Academic institution,Tenure track faculty,Primarily clinical research,Japan,Osaka,MD;PhD,Unknown,Unknown,2005-2009
NIEHS,754,Male,Japan,International,14.1,Academic institution,Tenure track faculty,Primarily clinical research,Japan,Osaka,MD;PhD,Unknown,Unknown,2000-2004
NIEHS,1051,Male,Japan,International,64.3,Academic institution,Tenure track faculty,Primarily basic research,Japan,Osaka,PhD,Medical Science,General Biology/Biomedical Science,2015-2019
NIEHS,968,Male,Japan,International,47.7,Academic institution,Tenure track faculty,Primarily applied research,Japan,Sendai,PhD,Pharmaceutical Sciences,Pharmacology/Toxicology,2015-2019
NIEHS,221,Male,Japan,International,50.8,Academic institution,Tenure track faculty,Primarily applied research,Japan,Sendai City,PhD,Unknown,Unknown,2005-2009
NIEHS,855,Male,Japan,International,6.8,Academic institution,Tenure track faculty,Primarily basic research,Japan,Shizuoka,PhD,Pharmaceutical Sciences,Pharmacology/Toxicology,2000-2004
NIEHS,746,Male,Japan,International,24,Academic institution,Tenure track faculty,Primarily clinical research,Japan,Tokushima,PhD,Pharmacology,Pharmacology/Toxicology,2000-2004
NIEHS,356,Male,Japan,International,36.2,Academic institution,Tenure track faculty,Primarily basic research,Japan,Tokyo,MD;PhD,Internal Medicine,Medicine/Veterinary Medicine/Pathology,2000-2004
NIEHS,370,Male,Japan,International,26.8,Academic institution,Tenure track faculty,Primarily basic research,Japan,Tokyo,MD;PhD,Unknown,Unknown,2000-2004
NIEHS,393,Male,Japan,International,34.7,Academic institution,Tenure track faculty,Primarily clinical research,Japan,Tokyo,MD,Medicine,Medicine/Veterinary Medicine/Pathology,2000-2004
NIEHS,481,Male,Japan,International,45.5,Academic institution,Tenure track faculty,Primarily clinical research,Japan,Tokyo,MD;PhD,Unknown,Unknown,2010-2014
NIEHS,747,Male,Japan,International,24,Academic institution,Tenure track faculty,Primarily clinical research,Japan,Tokyo,PhD,Pharmacology,Pharmacology/Toxicology,2000-2004
NIEHS,847,Male,Japan,International,36,Academic institution,Tenure track faculty,Primarily applied research,Japan,Tokyo,PhD,Unknown,Unknown,2005-2009
NIEHS,856,Male,Japan,International,23.6,Academic institution,Tenure track faculty,Primarily basic research,Japan,Tottori,MD,Medicine,Medicine/Veterinary Medicine/Pathology,2005-2009
NIEHS,387,Male,Japan,International,23.1,Academic institution,Tenure track faculty,Primarily basic research,Japan,Wakayama,PhD,Unknown,Unknown,2000-2004
NIEHS,834,Male,Japan,International,8,Academic institution,Tenure track faculty,Primarily basic research,Japan,Yokohama,PhD,Unknown,Unknown,2000-2004
NIEHS,355,Male,Japan,International,30,Academic institution,Tenure track faculty,Primarily clinical research,Japan,Yonago,MD,Neurosurgery,Neurobiology/Neuroscience,2005-2009
NIEHS,722,Male,Japan,International,23.8,Academic institution,Tenure track faculty,Primarily clinical research,Japan,Yonago,PhD,Unknown,Unknown,2005-2009
